timestamp,memory_usage_bytes,memory_limit_bytes,cpu_usage_percent,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,jvm_gc_pause_ms_avg,container_restart_count
2026-06-01T00:30:30Z,475437848,2147483648,20.59,36.2,55.9,0.0,68.6,0
2026-06-01T00:31:00Z,476002614,2147483648,10.88,43.09,39.3,0.0,34.3,0
2026-06-01T00:31:30Z,478466923,2147483648,19.96,25.75,41.9,2.0,42.8,0
2026-06-01T00:32:00Z,504745745,2147483648,7.62,45.62,69.9,0.05,37.7,0
2026-06-01T00:32:30Z,444484830,2147483648,15.81,38.68,74.0,2.0,43.0,0
2026-06-01T00:33:00Z,428024700,2147483648,24.94,38.68,69.9,1.89,44.5,0
2026-06-01T00:33:30Z,396105765,2147483648,24.68,35.75,53.4,2.0,36.5,0
2026-06-01T00:34:00Z,522923607,2147483648,21.11,41.06,58.1,0.0,87.6,0
2026-06-01T00:34:30Z,483189393,2147483648,23.48,33.23,38.4,0.26,60.6,0
2026-06-01T00:35:00Z,533055377,2147483648,25.33,36.76,82.7,0.0,44.5,0
2026-06-01T00:35:30Z,479440651,2147483648,18.55,37.97,30.0,1.62,34.0,0
2026-06-01T00:36:00Z,453290261,2147483648,30.31,41.19,38.8,0.0,42.9,0
2026-06-01T00:36:30Z,495463800,2147483648,41.7,28.72,46.4,0.0,55.3,0
2026-06-01T00:37:00Z,475485607,2147483648,19.93,37.81,52.5,0.0,72.2,0
2026-06-01T00:37:30Z,433659341,2147483648,12.27,37.62,30.0,0.96,45.9,0
2026-06-01T00:38:00Z,445928380,2147483648,22.45,42.01,54.6,0.0,53.2,0
2026-06-01T00:38:30Z,538053432,2147483648,28.01,34.14,30.0,2.0,44.8,0
2026-06-01T00:39:00Z,487889954,2147483648,30.64,31.8,32.0,0.32,62.6,0
2026-06-01T00:39:30Z,489294320,2147483648,25.48,36.86,38.0,1.0,64.8,0
2026-06-01T00:40:00Z,464236697,2147483648,29.09,37.05,46.4,0.49,20.1,0
2026-06-01T00:40:30Z,448933696,2147483648,18.29,33.97,30.0,0.0,60.6,0
2026-06-01T00:41:00Z,503402943,2147483648,23.9,34.99,30.0,0.0,10.6,0
2026-06-01T00:41:30Z,467618010,2147483648,31.79,41.54,43.4,0.0,33.9,0
2026-06-01T00:42:00Z,443760564,2147483648,23.21,37.96,68.3,1.71,40.1,0
2026-06-01T00:42:30Z,464649378,2147483648,26.99,40.47,56.2,0.42,87.8,0
2026-06-01T00:43:00Z,436627985,2147483648,16.81,30.14,49.5,0.03,57.1,0
2026-06-01T00:43:30Z,473922611,2147483648,12.47,35.6,62.0,0.0,45.7,0
2026-06-01T00:44:00Z,505707996,2147483648,37.43,29.93,56.6,0.0,54.7,0
2026-06-01T00:44:30Z,435804028,2147483648,25.16,40.98,30.0,0.0,39.6,0
2026-06-01T00:45:00Z,513916752,2147483648,26.1,42.27,64.5,0.0,76.4,0
2026-06-01T00:45:30Z,439371227,2147483648,30.45,50.34,78.2,1.29,77.6,0
2026-06-01T00:46:00Z,466897883,2147483648,36.95,38.89,98.1,0.47,58.4,0
2026-06-01T00:46:30Z,431016609,2147483648,40.11,35.07,30.0,1.6,66.0,0
2026-06-01T00:47:00Z,451245584,2147483648,4.42,45.89,123.8,0.23,56.0,0
2026-06-01T00:47:30Z,459389511,2147483648,16.29,44.31,76.2,0.0,32.0,0
2026-06-01T00:48:00Z,441196677,2147483648,32.05,30.72,40.9,0.69,39.5,0
2026-06-01T00:48:30Z,430464522,2147483648,4.7,34.28,51.2,0.27,52.9,0
2026-06-01T00:49:00Z,429970108,2147483648,9.29,29.15,50.2,0.0,54.3,0
2026-06-01T00:49:30Z,423562569,2147483648,17.15,30.34,30.0,0.0,22.1,0
2026-06-01T00:50:00Z,395934880,2147483648,40.35,27.77,91.4,2.0,39.0,0
2026-06-01T00:50:30Z,440246697,2147483648,30.79,31.07,48.7,0.0,56.0,0
2026-06-01T00:51:00Z,462033549,2147483648,41.63,41.03,30.0,1.23,28.5,0
2026-06-01T00:51:30Z,478309883,2147483648,21.77,40.22,40.4,0.92,61.6,0
2026-06-01T00:52:00Z,467668652,2147483648,29.13,42.42,78.0,1.5,39.0,0
2026-06-01T00:52:30Z,529513538,2147483648,34.85,30.46,46.7,0.0,49.3,0
2026-06-01T00:53:00Z,453130819,2147483648,23.33,37.7,95.3,1.22,78.0,0
2026-06-01T00:53:30Z,424460025,2147483648,27.74,37.14,41.6,0.0,35.4,0
2026-06-01T00:54:00Z,504379280,2147483648,24.63,32.09,44.6,0.94,56.3,0
2026-06-01T00:54:30Z,400646467,2147483648,2.0,41.61,30.0,0.81,37.2,0
2026-06-01T00:55:00Z,469610602,2147483648,23.28,42.38,30.0,0.0,46.4,0
2026-06-01T00:55:30Z,400687445,2147483648,12.11,36.42,30.0,2.0,42.3,0
2026-06-01T00:56:00Z,444904980,2147483648,15.45,40.59,35.9,0.0,45.0,0
2026-06-01T00:56:30Z,362001781,2147483648,22.01,35.98,34.6,0.0,31.9,0
2026-06-01T00:57:00Z,460746985,2147483648,23.91,42.66,35.4,0.0,51.3,0
2026-06-01T00:57:30Z,422103731,2147483648,4.04,42.28,74.2,0.0,67.6,0
2026-06-01T00:58:00Z,392137910,2147483648,24.83,29.7,30.0,1.64,52.8,0
2026-06-01T00:58:30Z,483111285,2147483648,27.69,32.83,40.5,0.0,47.6,0
2026-06-01T00:59:00Z,449510507,2147483648,21.81,41.13,50.8,0.3,37.8,0
2026-06-01T00:59:30Z,422680585,2147483648,25.13,37.5,54.0,0.0,62.7,0
2026-06-01T01:00:00Z,393339881,2147483648,20.0,45.54,46.9,0.0,42.6,0
2026-06-01T01:00:30Z,416265798,2147483648,6.98,34.97,68.5,2.0,40.8,0
2026-06-01T01:01:00Z,410400199,2147483648,24.14,32.0,30.0,0.62,37.5,0
2026-06-01T01:01:30Z,439861357,2147483648,15.6,39.53,87.1,2.0,67.2,0
2026-06-01T01:02:00Z,440786669,2147483648,6.45,34.22,67.8,0.0,34.9,0
2026-06-01T01:02:30Z,387846928,2147483648,19.93,27.66,51.3,0.0,79.6,0
2026-06-01T01:03:00Z,390360424,2147483648,19.19,31.83,50.6,0.33,46.0,0
2026-06-01T01:03:30Z,389342845,2147483648,22.86,39.1,49.9,1.56,45.9,0
2026-06-01T01:04:00Z,359123623,2147483648,14.89,36.01,37.4,2.0,7.8,0
2026-06-01T01:04:30Z,384038166,2147483648,28.45,35.7,82.7,0.0,30.9,0
2026-06-01T01:05:00Z,399912631,2147483648,35.26,37.03,73.8,0.0,3.1,0
2026-06-01T01:05:30Z,425745017,2147483648,17.91,37.87,76.5,0.0,92.1,0
2026-06-01T01:06:00Z,446202013,2147483648,21.71,38.9,30.6,0.0,45.0,0
2026-06-01T01:06:30Z,370136982,2147483648,20.84,34.03,58.1,1.42,27.7,0
2026-06-01T01:07:00Z,416168016,2147483648,18.56,40.82,102.5,0.0,30.3,0
2026-06-01T01:07:30Z,379798051,2147483648,17.96,36.66,30.0,0.0,99.3,0
2026-06-01T01:08:00Z,466472315,2147483648,2.97,31.99,70.5,1.58,68.5,0
2026-06-01T01:08:30Z,390639659,2147483648,19.96,39.64,58.7,1.34,11.6,0
2026-06-01T01:09:00Z,408442231,2147483648,20.13,42.52,70.1,2.0,1.0,0
2026-06-01T01:09:30Z,356644491,2147483648,13.49,29.95,66.4,1.1,19.6,0
2026-06-01T01:10:00Z,359598988,2147483648,17.0,38.37,62.3,0.0,37.5,0
2026-06-01T01:10:30Z,393616968,2147483648,18.85,44.11,103.4,1.17,62.4,0
2026-06-01T01:11:00Z,371722768,2147483648,21.55,37.73,50.5,0.0,38.0,0
2026-06-01T01:11:30Z,396160301,2147483648,16.45,26.2,53.3,1.02,72.4,0
2026-06-01T01:12:00Z,327786305,2147483648,20.62,35.83,73.6,0.0,28.0,0
2026-06-01T01:12:30Z,404300616,2147483648,22.89,41.02,30.0,1.64,61.4,0
2026-06-01T01:13:00Z,348355171,2147483648,28.84,40.6,51.2,0.0,41.6,0
2026-06-01T01:13:30Z,438855480,2147483648,23.16,35.13,67.8,0.29,7.5,0
2026-06-01T01:14:00Z,367235988,2147483648,29.77,35.28,44.9,0.93,59.7,0
2026-06-01T01:14:30Z,414527151,2147483648,22.52,33.0,40.1,0.0,32.7,0
2026-06-01T01:15:00Z,326118671,2147483648,13.04,30.5,91.5,0.0,8.6,0
2026-06-01T01:15:30Z,388806909,2147483648,27.56,31.03,38.1,0.0,8.1,0
2026-06-01T01:16:00Z,341594732,2147483648,20.46,37.44,55.8,0.21,43.0,0
2026-06-01T01:16:30Z,354548675,2147483648,29.53,33.73,59.7,0.0,42.0,0
2026-06-01T01:17:00Z,371397477,2147483648,13.19,28.69,65.5,2.0,40.6,0
2026-06-01T01:17:30Z,358419299,2147483648,26.61,25.54,91.2,1.53,14.0,0
2026-06-01T01:18:00Z,377780398,2147483648,32.06,31.29,82.9,0.87,47.9,0
2026-06-01T01:18:30Z,393748803,2147483648,31.23,41.5,43.6,1.52,43.5,0
2026-06-01T01:19:00Z,389513185,2147483648,28.18,25.82,43.2,2.0,48.7,0
2026-06-01T01:19:30Z,362725067,2147483648,15.85,35.69,76.6,1.84,51.2,0
2026-06-01T01:20:00Z,317224724,2147483648,15.06,18.68,38.8,2.0,38.9,0
2026-06-01T01:20:30Z,335977394,2147483648,22.99,41.6,42.2,1.92,3.3,0
2026-06-01T01:21:00Z,356521649,2147483648,17.0,43.22,45.6,0.0,15.3,0
2026-06-01T01:21:30Z,293601280,2147483648,20.04,38.71,47.3,2.0,74.4,0
2026-06-01T01:22:00Z,388277910,2147483648,10.92,39.19,30.0,0.0,39.1,0
2026-06-01T01:22:30Z,352917588,2147483648,8.67,37.83,35.9,0.0,24.1,0
2026-06-01T01:23:00Z,351898422,2147483648,26.54,34.85,46.8,2.0,6.0,0
2026-06-01T01:23:30Z,393317692,2147483648,11.88,38.64,30.0,0.89,34.0,0
2026-06-01T01:24:00Z,382971965,2147483648,21.75,26.66,43.4,0.0,59.8,0
2026-06-01T01:24:30Z,366841712,2147483648,18.02,33.54,45.3,0.0,25.9,0
2026-06-01T01:25:00Z,323612926,2147483648,19.61,30.13,63.7,0.0,36.3,0
2026-06-01T01:25:30Z,369118929,2147483648,18.59,38.65,73.4,0.38,57.5,0
2026-06-01T01:26:00Z,370006887,2147483648,23.93,40.51,81.7,2.0,59.5,0
2026-06-01T01:26:30Z,326602283,2147483648,14.64,41.85,115.8,0.02,27.5,0
2026-06-01T01:27:00Z,393806337,2147483648,27.37,39.74,44.8,0.0,60.0,0
2026-06-01T01:27:30Z,374830134,2147483648,3.81,35.63,36.6,1.96,44.1,0
2026-06-01T01:28:00Z,293601280,2147483648,19.99,40.56,61.7,0.0,40.4,0
2026-06-01T01:28:30Z,360978015,2147483648,34.22,40.74,46.0,2.0,47.8,0
2026-06-01T01:29:00Z,312337632,2147483648,20.17,36.59,38.7,0.0,34.6,0
2026-06-01T01:29:30Z,396308429,2147483648,29.29,36.72,52.4,0.0,34.9,0
2026-06-01T01:30:00Z,384761818,2147483648,31.61,34.03,45.5,0.49,15.7,0
2026-06-01T01:30:30Z,317911722,2147483648,17.29,29.62,30.0,0.0,74.9,0
2026-06-01T01:31:00Z,325631517,2147483648,27.62,39.71,30.0,0.0,39.4,0
2026-06-01T01:31:30Z,360274649,2147483648,22.31,36.26,30.0,1.28,30.8,0
2026-06-01T01:32:00Z,348502113,2147483648,17.89,38.31,33.5,1.51,50.6,0
2026-06-01T01:32:30Z,410436190,2147483648,15.14,36.52,72.0,0.19,39.1,0
2026-06-01T01:33:00Z,383224506,2147483648,15.79,42.4,67.6,0.0,16.9,0
2026-06-01T01:33:30Z,347684396,2147483648,9.21,27.23,69.3,0.0,46.1,0
2026-06-01T01:34:00Z,378099531,2147483648,22.76,34.99,33.0,0.0,34.1,0
2026-06-01T01:34:30Z,293601280,2147483648,27.62,39.98,30.0,2.0,1.0,0
2026-06-01T01:35:00Z,369504865,2147483648,27.49,40.91,105.7,0.0,43.2,0
2026-06-01T01:35:30Z,389430925,2147483648,23.28,34.01,65.7,0.0,46.6,0
2026-06-01T01:36:00Z,353331759,2147483648,23.84,39.22,45.4,0.0,25.0,0
2026-06-01T01:36:30Z,335267028,2147483648,25.89,34.83,33.0,0.0,14.0,0
2026-06-01T01:37:00Z,380498769,2147483648,3.93,31.64,72.5,0.0,48.0,0
2026-06-01T01:37:30Z,429856441,2147483648,23.32,32.66,48.0,0.12,53.2,0
2026-06-01T01:38:00Z,369125502,2147483648,8.56,34.88,49.6,2.0,50.1,0
2026-06-01T01:38:30Z,323420925,2147483648,10.31,41.85,32.7,0.0,31.9,0
2026-06-01T01:39:00Z,413976284,2147483648,29.64,30.21,45.8,0.0,32.5,0
2026-06-01T01:39:30Z,298390846,2147483648,29.05,30.68,44.5,0.43,23.3,0
2026-06-01T01:40:00Z,382556962,2147483648,11.92,31.01,70.6,0.0,42.0,0
2026-06-01T01:40:30Z,345418506,2147483648,11.86,26.52,96.3,0.0,23.7,0
2026-06-01T01:41:00Z,399236755,2147483648,13.79,33.45,87.9,0.0,83.7,0
2026-06-01T01:41:30Z,337849260,2147483648,16.29,24.44,30.0,2.0,27.2,0
2026-06-01T01:42:00Z,414866124,2147483648,14.5,40.87,69.1,0.0,65.2,0
2026-06-01T01:42:30Z,380026481,2147483648,14.88,36.89,75.7,0.0,45.1,0
2026-06-01T01:43:00Z,310097181,2147483648,6.35,25.67,30.0,0.0,41.8,0
2026-06-01T01:43:30Z,302506337,2147483648,34.27,34.03,50.3,1.01,33.6,0
2026-06-01T01:44:00Z,361612427,2147483648,17.26,29.67,37.9,2.0,73.7,0
2026-06-01T01:44:30Z,419091197,2147483648,14.45,35.02,30.0,0.0,1.0,0
2026-06-01T01:45:00Z,379389139,2147483648,26.9,36.14,30.0,0.0,22.5,0
2026-06-01T01:45:30Z,378472099,2147483648,18.75,33.54,30.0,2.0,51.7,0
2026-06-01T01:46:00Z,369075708,2147483648,30.64,22.64,30.0,2.0,71.4,0
2026-06-01T01:46:30Z,404397167,2147483648,28.65,43.51,96.5,0.82,51.3,0
2026-06-01T01:47:00Z,393043422,2147483648,29.97,38.21,38.2,0.0,69.1,0
2026-06-01T01:47:30Z,390942548,2147483648,18.81,33.37,42.8,1.62,39.1,0
2026-06-01T01:48:00Z,347984846,2147483648,24.18,25.38,52.2,0.0,52.1,0
2026-06-01T01:48:30Z,425370066,2147483648,10.5,31.83,59.7,2.0,44.0,0
2026-06-01T01:49:00Z,432872489,2147483648,9.27,22.2,69.2,0.0,22.0,0
2026-06-01T01:49:30Z,341010259,2147483648,18.98,37.1,34.6,0.0,56.2,0
2026-06-01T01:50:00Z,468525449,2147483648,18.29,34.15,30.0,0.0,39.0,0
2026-06-01T01:50:30Z,414697897,2147483648,30.76,32.1,64.7,2.0,50.4,0
2026-06-01T01:51:00Z,373787577,2147483648,15.17,35.58,95.7,0.04,58.5,0
2026-06-01T01:51:30Z,325692527,2147483648,9.37,43.45,77.4,1.18,46.8,0
2026-06-01T01:52:00Z,416830367,2147483648,20.64,31.32,98.6,0.03,19.3,0
2026-06-01T01:52:30Z,414866938,2147483648,17.39,34.23,52.9,0.0,40.5,0
2026-06-01T01:53:00Z,376036724,2147483648,20.82,31.31,50.5,0.73,27.5,0
2026-06-01T01:53:30Z,335759723,2147483648,11.86,20.27,82.3,2.0,30.5,0
2026-06-01T01:54:00Z,439345418,2147483648,18.59,40.86,43.2,0.0,66.7,0
2026-06-01T01:54:30Z,380970536,2147483648,16.02,36.28,55.0,0.35,22.9,0
2026-06-01T01:55:00Z,386635836,2147483648,27.05,37.04,30.0,0.0,1.0,0
2026-06-01T01:55:30Z,504340865,2147483648,18.44,32.87,62.6,0.63,31.9,0
2026-06-01T01:56:00Z,480828754,2147483648,26.78,43.16,83.4,0.0,63.2,0
2026-06-01T01:56:30Z,441345917,2147483648,8.18,35.12,30.0,0.0,16.5,0
2026-06-01T01:57:00Z,393648658,2147483648,13.84,31.74,32.2,0.0,42.1,0
2026-06-01T01:57:30Z,433949546,2147483648,24.66,37.84,98.5,0.0,34.8,0
2026-06-01T01:58:00Z,333002595,2147483648,21.65,32.98,62.2,0.0,63.7,0
2026-06-01T01:58:30Z,418222825,2147483648,19.22,27.59,39.0,0.0,46.5,0
2026-06-01T01:59:00Z,389544066,2147483648,14.74,33.23,74.2,0.46,1.0,0
2026-06-01T01:59:30Z,372787308,2147483648,18.05,42.29,30.0,0.19,39.8,0
2026-06-01T02:00:00Z,364032243,2147483648,15.0,25.32,39.0,2.0,26.3,0
2026-06-01T02:00:30Z,439457267,2147483648,10.76,31.1,50.6,0.45,67.7,0
2026-06-01T02:01:00Z,425848606,2147483648,23.31,31.39,42.1,0.0,38.2,0
2026-06-01T02:01:30Z,429956947,2147483648,29.44,30.92,68.3,0.0,41.0,0
2026-06-01T02:02:00Z,455489924,2147483648,28.14,35.09,42.9,1.44,83.8,0
2026-06-01T02:02:30Z,398029466,2147483648,4.59,35.82,30.0,2.0,73.8,0
2026-06-01T02:03:00Z,386026949,2147483648,18.68,25.43,69.0,0.24,38.2,0
2026-06-01T02:03:30Z,368722879,2147483648,9.92,36.26,65.5,1.17,3.1,0
2026-06-01T02:04:00Z,420779192,2147483648,27.19,39.46,67.2,0.6,53.4,0
2026-06-01T02:04:30Z,460722979,2147483648,21.92,27.16,64.1,0.0,22.1,0
2026-06-01T02:05:00Z,430484062,2147483648,17.38,23.69,78.9,0.0,48.9,0
2026-06-01T02:05:30Z,459738587,2147483648,13.06,31.06,62.4,1.31,43.7,0
2026-06-01T02:06:00Z,397535188,2147483648,7.21,29.55,73.9,2.0,28.6,0
2026-06-01T02:06:30Z,424012465,2147483648,11.84,30.04,34.5,0.0,24.7,0
2026-06-01T02:07:00Z,415169178,2147483648,24.0,29.3,43.9,0.03,37.5,0
2026-06-01T02:07:30Z,399813536,2147483648,2.0,25.68,71.3,0.11,86.0,0
2026-06-01T02:08:00Z,510101630,2147483648,7.33,36.54,41.4,1.14,46.1,0
2026-06-01T02:08:30Z,476340743,2147483648,27.44,37.27,39.9,0.23,102.1,0
2026-06-01T02:09:00Z,421329993,2147483648,12.75,26.35,63.3,1.87,34.8,0
2026-06-01T02:09:30Z,422640031,2147483648,27.45,33.2,52.7,2.0,71.2,0
2026-06-01T02:10:00Z,448885790,2147483648,3.11,34.66,33.9,0.0,18.7,0
2026-06-01T02:10:30Z,401831280,2147483648,21.17,34.21,95.2,0.85,74.1,0
2026-06-01T02:11:00Z,468950076,2147483648,26.99,26.75,35.5,0.0,52.2,0
2026-06-01T02:11:30Z,409767242,2147483648,23.38,25.68,75.7,0.0,41.8,0
2026-06-01T02:12:00Z,443445496,2147483648,28.4,41.83,67.5,2.0,58.1,0
2026-06-01T02:12:30Z,421861565,2147483648,29.6,23.57,37.6,2.0,32.2,0
2026-06-01T02:13:00Z,442229125,2147483648,6.59,27.89,38.2,0.0,44.5,0
2026-06-01T02:13:30Z,413699636,2147483648,16.72,30.6,82.1,0.0,46.1,0
2026-06-01T02:14:00Z,406479686,2147483648,19.0,33.44,76.3,0.0,37.7,0
2026-06-01T02:14:30Z,428922994,2147483648,24.23,25.56,53.2,0.57,11.7,0
2026-06-01T02:15:00Z,440117366,2147483648,29.62,28.78,30.0,1.82,60.9,0
2026-06-01T02:15:30Z,454745879,2147483648,19.99,38.68,47.6,0.0,38.8,0
2026-06-01T02:16:00Z,468599456,2147483648,24.43,38.61,36.4,0.84,73.0,0
2026-06-01T02:16:30Z,520712370,2147483648,27.64,31.42,30.0,0.0,78.3,0
2026-06-01T02:17:00Z,496753010,2147483648,23.47,27.46,30.0,1.84,57.8,0
2026-06-01T02:17:30Z,460492404,2147483648,19.62,27.21,83.7,0.0,42.4,0
2026-06-01T02:18:00Z,495736489,2147483648,18.4,34.41,30.0,0.0,53.7,0
2026-06-01T02:18:30Z,447168532,2147483648,23.07,25.64,45.1,0.84,46.7,0
2026-06-01T02:19:00Z,522892188,2147483648,12.61,35.36,32.4,1.21,60.0,0
2026-06-01T02:19:30Z,492305574,2147483648,18.93,27.37,95.8,0.17,66.1,0
2026-06-01T02:20:00Z,426461630,2147483648,17.0,24.04,89.3,0.7,7.6,0
2026-06-01T02:20:30Z,501159285,2147483648,30.38,24.58,91.3,0.0,33.3,0
2026-06-01T02:21:00Z,504050915,2147483648,18.15,38.87,35.5,0.0,42.4,0
2026-06-01T02:21:30Z,382220320,2147483648,27.99,26.72,85.1,0.0,1.0,0
2026-06-01T02:22:00Z,450722387,2147483648,23.26,29.94,30.0,1.39,73.5,0
2026-06-01T02:22:30Z,460972086,2147483648,20.01,30.09,49.3,0.0,37.8,0
2026-06-01T02:23:00Z,410668272,2147483648,16.78,22.64,66.0,1.96,78.9,0
2026-06-01T02:23:30Z,441385062,2147483648,22.54,31.06,30.0,0.0,67.9,0
2026-06-01T02:24:00Z,446073165,2147483648,16.36,32.04,49.5,1.83,67.1,0
2026-06-01T02:24:30Z,497502474,2147483648,20.98,35.34,69.7,0.0,30.9,0
2026-06-01T02:25:00Z,490717409,2147483648,14.15,26.98,44.9,0.0,21.4,0
2026-06-01T02:25:30Z,572522709,2147483648,18.71,26.69,48.8,0.0,74.9,0
2026-06-01T02:26:00Z,467171046,2147483648,21.19,30.7,56.3,0.1,48.1,0
2026-06-01T02:26:30Z,521654534,2147483648,19.49,32.8,61.0,0.36,52.9,0
2026-06-01T02:27:00Z,484330004,2147483648,16.79,35.4,32.3,0.15,41.2,0
2026-06-01T02:27:30Z,491289119,2147483648,21.89,21.62,46.7,0.0,70.5,0
2026-06-01T02:28:00Z,441413263,2147483648,14.34,26.19,30.0,0.0,34.0,0
2026-06-01T02:28:30Z,415269523,2147483648,18.12,33.49,30.0,1.19,50.5,0
2026-06-01T02:29:00Z,455408549,2147483648,27.5,31.49,57.3,0.95,46.7,0
2026-06-01T02:29:30Z,508999300,2147483648,21.6,40.49,88.4,0.0,19.4,0
