timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,upstream_timeout_rate
2026-06-01T00:33:00Z,22.25,32.9,0.23,0.41
2026-06-01T00:33:30Z,26.49,20.0,0.73,0.46
2026-06-01T00:34:00Z,22.07,20.0,0.0,0.59
2026-06-01T00:34:30Z,24.72,49.6,0.44,0.67
2026-06-01T00:35:00Z,17.05,20.0,0.02,0.3
2026-06-01T00:35:30Z,20.77,78.3,0.68,0.51
2026-06-01T00:36:00Z,20.17,50.5,0.17,0.39
2026-06-01T00:36:30Z,28.09,23.6,0.4,0.1
2026-06-01T00:37:00Z,25.86,46.3,0.29,0.71
2026-06-01T00:37:30Z,22.77,56.9,0.15,0.63
2026-06-01T00:38:00Z,21.13,29.6,0.19,0.96
2026-06-01T00:38:30Z,23.24,45.1,0.36,0.62
2026-06-01T00:39:00Z,21.99,61.4,0.66,0.65
2026-06-01T00:39:30Z,22.36,62.3,0.19,0.16
2026-06-01T00:40:00Z,24.49,31.0,0.72,0.72
2026-06-01T00:40:30Z,22.91,35.1,0.46,1.0
2026-06-01T00:41:00Z,24.08,78.3,0.35,0.6
2026-06-01T00:41:30Z,19.31,50.7,0.07,0.25
2026-06-01T00:42:00Z,26.82,20.0,0.32,0.38
2026-06-01T00:42:30Z,25.33,36.7,0.25,0.28
2026-06-01T00:43:00Z,22.71,49.0,0.44,0.53
2026-06-01T00:43:30Z,21.67,36.8,0.17,0.13
2026-06-01T00:44:00Z,18.6,34.8,0.5,0.44
2026-06-01T00:44:30Z,22.66,66.0,0.71,0.65
2026-06-01T00:45:00Z,17.99,48.4,0.14,0.14
2026-06-01T00:45:30Z,23.28,46.4,0.27,0.61
2026-06-01T00:46:00Z,18.57,26.6,0.58,0.34
2026-06-01T00:46:30Z,20.72,57.9,0.1,0.57
2026-06-01T00:47:00Z,12.24,32.9,0.55,0.9
2026-06-01T00:47:30Z,24.75,38.0,0.52,0.59
2026-06-01T00:48:00Z,22.04,20.0,0.23,0.13
2026-06-01T00:48:30Z,21.34,54.1,0.78,0.77
2026-06-01T00:49:00Z,17.67,20.0,0.33,0.41
2026-06-01T00:49:30Z,20.19,52.2,0.4,0.78
2026-06-01T00:50:00Z,19.88,47.6,0.36,0.25
2026-06-01T00:50:30Z,23.45,54.3,0.45,0.31
2026-06-01T00:51:00Z,20.46,44.0,0.63,0.8
2026-06-01T00:51:30Z,21.98,71.1,0.38,0.18
2026-06-01T00:52:00Z,27.11,40.9,0.48,0.42
2026-06-01T00:52:30Z,17.55,27.8,0.74,0.82
2026-06-01T00:53:00Z,22.65,40.8,0.09,0.59
2026-06-01T00:53:30Z,18.51,70.1,0.33,0.33
2026-06-01T00:54:00Z,29.07,36.6,0.24,0.4
2026-06-01T00:54:30Z,17.17,76.4,0.78,0.33
2026-06-01T00:55:00Z,18.89,25.2,0.17,0.09
2026-06-01T00:55:30Z,19.07,62.5,0.71,0.91
2026-06-01T00:56:00Z,17.58,26.9,0.7,0.4
2026-06-01T00:56:30Z,24.94,30.2,0.72,0.77
2026-06-01T00:57:00Z,26.39,65.0,0.76,0.34
2026-06-01T00:57:30Z,19.61,43.1,0.02,0.35
2026-06-01T00:58:00Z,22.17,77.1,0.5,0.26
2026-06-01T00:58:30Z,25.02,29.5,0.72,0.78
2026-06-01T00:59:00Z,22.67,39.7,0.74,0.34
2026-06-01T00:59:30Z,26.13,30.4,0.78,0.26
2026-06-01T01:00:00Z,19.47,20.0,0.22,0.53
2026-06-01T01:00:30Z,28.77,23.0,0.51,0.56
2026-06-01T01:01:00Z,18.14,41.8,0.06,0.47
2026-06-01T01:01:30Z,25.31,66.7,0.59,0.11
2026-06-01T01:02:00Z,29.45,26.0,0.58,0.6
2026-06-01T01:02:30Z,22.44,64.5,0.58,0.07
2026-06-01T01:03:00Z,28.05,47.4,0.76,0.81
2026-06-01T01:03:30Z,23.73,23.0,0.41,0.61
2026-06-01T01:04:00Z,23.64,37.9,0.73,0.5
2026-06-01T01:04:30Z,26.52,20.0,0.46,0.68
2026-06-01T01:05:00Z,20.2,80.1,0.23,0.38
2026-06-01T01:05:30Z,17.32,20.0,0.67,0.8
2026-06-01T01:06:00Z,15.62,72.2,0.44,0.11
2026-06-01T01:06:30Z,20.74,20.6,0.39,0.7
2026-06-01T01:07:00Z,22.96,20.0,0.53,0.99
2026-06-01T01:07:30Z,19.99,31.4,0.25,0.45
2026-06-01T01:08:00Z,14.47,52.8,0.35,0.11
2026-06-01T01:08:30Z,19.81,31.3,0.05,0.95
2026-06-01T01:09:00Z,15.05,48.5,0.61,0.57
2026-06-01T01:09:30Z,20.46,42.6,0.65,0.34
2026-06-01T01:10:00Z,23.65,40.2,0.04,0.76
2026-06-01T01:10:30Z,18.38,46.6,0.77,0.47
2026-06-01T01:11:00Z,15.18,28.3,0.09,0.69
2026-06-01T01:11:30Z,23.18,20.0,0.41,0.72
2026-06-01T01:12:00Z,22.09,23.7,0.24,0.46
2026-06-01T01:12:30Z,18.55,52.9,0.56,0.59
2026-06-01T01:13:00Z,20.84,45.8,0.37,0.11
2026-06-01T01:13:30Z,15.44,27.1,0.34,0.66
2026-06-01T01:14:00Z,17.71,55.5,0.33,0.33
2026-06-01T01:14:30Z,18.26,20.0,0.01,0.54
2026-06-01T01:15:00Z,22.52,39.6,0.26,0.93
2026-06-01T01:15:30Z,16.15,31.5,0.71,0.52
2026-06-01T01:16:00Z,26.06,35.4,0.74,0.77
2026-06-01T01:16:30Z,18.42,49.3,0.29,0.77
2026-06-01T01:17:00Z,22.93,20.0,0.17,0.35
2026-06-01T01:17:30Z,19.01,34.1,0.53,0.12
2026-06-01T01:18:00Z,21.62,38.8,0.43,0.99
2026-06-01T01:18:30Z,25.39,62.9,0.59,0.62
2026-06-01T01:19:00Z,27.43,20.0,0.7,0.99
2026-06-01T01:19:30Z,17.73,37.9,0.11,0.69
2026-06-01T01:20:00Z,23.3,81.1,0.72,0.73
2026-06-01T01:20:30Z,22.84,53.1,0.62,0.99
2026-06-01T01:21:00Z,17.71,38.8,0.47,0.38
2026-06-01T01:21:30Z,28.86,46.5,0.39,0.9
2026-06-01T01:22:00Z,19.08,54.2,0.2,0.01
2026-06-01T01:22:30Z,14.95,20.0,0.13,0.11
2026-06-01T01:23:00Z,18.38,52.2,0.08,0.36
2026-06-01T01:23:30Z,23.05,43.8,0.76,0.03
2026-06-01T01:24:00Z,27.26,44.2,0.47,0.73
2026-06-01T01:24:30Z,18.93,40.6,0.45,0.65
2026-06-01T01:25:00Z,26.82,43.9,0.47,0.25
2026-06-01T01:25:30Z,22.69,20.0,0.55,0.7
2026-06-01T01:26:00Z,20.98,64.8,0.17,0.89
2026-06-01T01:26:30Z,14.8,46.3,0.1,0.36
2026-06-01T01:27:00Z,17.54,38.9,0.47,0.56
2026-06-01T01:27:30Z,22.0,20.0,0.28,0.54
2026-06-01T01:28:00Z,18.84,90.5,0.4,0.42
2026-06-01T01:28:30Z,15.66,67.4,0.23,0.29
2026-06-01T01:29:00Z,19.17,48.1,0.66,0.54
2026-06-01T01:29:30Z,22.47,45.2,0.32,0.3
2026-06-01T01:30:00Z,18.43,46.6,0.19,0.86
2026-06-01T01:30:30Z,25.93,36.5,0.67,0.47
2026-06-01T01:31:00Z,15.47,56.4,0.15,0.48
2026-06-01T01:31:30Z,17.69,20.0,0.72,0.69
2026-06-01T01:32:00Z,22.08,42.3,0.74,0.68
2026-06-01T01:32:30Z,17.84,42.4,0.62,0.75
2026-06-01T01:33:00Z,24.36,20.0,0.2,0.27
2026-06-01T01:33:30Z,20.33,41.5,0.27,0.11
2026-06-01T01:34:00Z,21.52,56.3,0.12,0.54
2026-06-01T01:34:30Z,21.6,52.5,0.58,0.31
2026-06-01T01:35:00Z,16.97,63.4,0.45,0.08
2026-06-01T01:35:30Z,18.83,30.7,0.76,0.75
2026-06-01T01:36:00Z,19.52,66.9,0.39,0.18
2026-06-01T01:36:30Z,18.72,26.0,0.79,0.77
2026-06-01T01:37:00Z,16.22,30.9,0.23,0.9
2026-06-01T01:37:30Z,21.86,36.2,0.3,0.15
2026-06-01T01:38:00Z,22.88,33.6,0.41,0.41
2026-06-01T01:38:30Z,21.62,27.6,0.1,0.37
2026-06-01T01:39:00Z,19.43,23.2,0.77,0.79
2026-06-01T01:39:30Z,20.98,54.4,0.17,0.71
2026-06-01T01:40:00Z,15.31,31.5,0.41,0.81
2026-06-01T01:40:30Z,15.69,20.0,0.06,0.31
2026-06-01T01:41:00Z,20.64,30.6,0.29,0.2
2026-06-01T01:41:30Z,17.04,24.9,0.02,0.7
2026-06-01T01:42:00Z,20.88,23.1,0.78,0.09
2026-06-01T01:42:30Z,24.67,20.0,0.65,0.57
2026-06-01T01:43:00Z,30.06,39.6,0.05,0.45
2026-06-01T01:43:30Z,18.45,33.7,0.34,0.73
2026-06-01T01:44:00Z,13.52,33.3,0.08,0.7
2026-06-01T01:44:30Z,20.65,60.7,0.5,0.59
2026-06-01T01:45:00Z,22.74,57.9,0.54,0.97
2026-06-01T01:45:30Z,13.4,40.6,0.64,0.46
2026-06-01T01:46:00Z,18.2,42.5,0.08,0.89
2026-06-01T01:46:30Z,21.76,20.0,0.11,0.8
2026-06-01T01:47:00Z,19.5,38.3,0.05,0.9
2026-06-01T01:47:30Z,22.21,30.0,0.03,0.83
2026-06-01T01:48:00Z,17.87,61.7,0.43,0.37
2026-06-01T01:48:30Z,16.23,20.0,0.55,0.5
2026-06-01T01:49:00Z,13.68,20.0,0.56,0.91
2026-06-01T01:49:30Z,14.7,49.1,0.37,0.71
2026-06-01T01:50:00Z,25.98,52.6,0.57,0.19
2026-06-01T01:50:30Z,30.39,48.2,0.63,0.08
2026-06-01T01:51:00Z,19.34,49.0,0.67,0.53
2026-06-01T01:51:30Z,22.6,48.8,0.56,0.38
2026-06-01T01:52:00Z,21.07,54.6,0.73,0.7
2026-06-01T01:52:30Z,25.61,52.4,0.75,0.85
2026-06-01T01:53:00Z,20.41,20.0,0.51,0.84
2026-06-01T01:53:30Z,20.08,20.0,0.58,0.97
2026-06-01T01:54:00Z,15.76,46.0,0.11,0.13
2026-06-01T01:54:30Z,18.89,66.8,0.26,0.2
2026-06-01T01:55:00Z,23.48,26.8,0.6,0.35
2026-06-01T01:55:30Z,17.18,32.5,0.11,0.97
2026-06-01T01:56:00Z,17.59,53.2,0.06,0.57
2026-06-01T01:56:30Z,12.69,30.4,0.64,0.84
2026-06-01T01:57:00Z,17.49,33.8,0.25,0.7
2026-06-01T01:57:30Z,20.12,20.9,0.54,0.74
2026-06-01T01:58:00Z,27.02,46.3,0.78,0.09
2026-06-01T01:58:30Z,19.48,40.3,0.41,0.39
2026-06-01T01:59:00Z,22.16,20.0,0.29,0.69
2026-06-01T01:59:30Z,16.01,58.7,0.36,0.25
2026-06-01T02:00:00Z,17.73,79.2,0.29,0.26
2026-06-01T02:00:30Z,22.21,88.1,0.45,0.91
2026-06-01T02:01:00Z,22.03,82.7,0.6,0.76
2026-06-01T02:01:30Z,18.6,59.3,0.01,0.36
2026-06-01T02:02:00Z,24.88,39.9,0.59,0.83
2026-06-01T02:02:30Z,19.85,28.8,0.29,0.34
2026-06-01T02:03:00Z,13.55,20.0,0.58,0.01
2026-06-01T02:03:30Z,22.87,20.0,0.22,0.63
2026-06-01T02:04:00Z,22.57,32.3,0.09,0.45
2026-06-01T02:04:30Z,16.91,50.6,0.38,0.53
2026-06-01T02:05:00Z,22.33,59.4,0.55,0.41
2026-06-01T02:05:30Z,19.85,38.6,0.51,0.49
2026-06-01T02:06:00Z,17.49,20.0,0.51,0.4
2026-06-01T02:06:30Z,13.83,60.7,0.78,0.02
2026-06-01T02:07:00Z,19.06,33.8,0.72,0.63
2026-06-01T02:07:30Z,16.39,44.5,0.36,0.89
2026-06-01T02:08:00Z,17.69,57.1,0.62,0.58
2026-06-01T02:08:30Z,18.75,20.0,0.62,0.1
2026-06-01T02:09:00Z,17.51,20.0,0.02,0.53
2026-06-01T02:09:30Z,19.72,20.0,0.43,0.7
2026-06-01T02:10:00Z,19.91,47.8,0.57,0.62
2026-06-01T02:10:30Z,17.35,50.2,0.31,0.25
2026-06-01T02:11:00Z,20.97,20.0,0.22,0.73
2026-06-01T02:11:30Z,17.55,78.0,0.31,1.0
2026-06-01T02:12:00Z,15.74,28.2,0.72,0.92
2026-06-01T02:12:30Z,22.81,54.7,0.51,0.18
2026-06-01T02:13:00Z,20.1,53.0,0.31,0.68
2026-06-01T02:13:30Z,17.65,20.0,0.17,0.61
2026-06-01T02:14:00Z,22.29,29.2,0.58,0.63
2026-06-01T02:14:30Z,23.01,55.8,0.23,0.14
2026-06-01T02:15:00Z,24.05,20.0,0.01,0.34
2026-06-01T02:15:30Z,22.54,53.5,0.1,0.67
2026-06-01T02:16:00Z,16.83,20.0,0.68,0.49
2026-06-01T02:16:30Z,16.77,37.1,0.58,0.6
2026-06-01T02:17:00Z,14.84,41.8,0.71,0.31
2026-06-01T02:17:30Z,19.19,56.8,0.71,0.19
2026-06-01T02:18:00Z,19.22,49.5,0.03,0.87
2026-06-01T02:18:30Z,19.07,20.0,0.03,0.06
2026-06-01T02:19:00Z,10.24,30.8,0.24,0.89
2026-06-01T02:19:30Z,17.48,53.0,0.79,0.4
2026-06-01T02:20:00Z,21.33,64.9,0.75,0.88
2026-06-01T02:20:30Z,18.99,44.6,0.59,0.89
2026-06-01T02:21:00Z,20.79,20.0,0.73,0.0
2026-06-01T02:21:30Z,19.88,56.0,0.55,0.46
2026-06-01T02:22:00Z,19.99,21.6,0.55,0.65
2026-06-01T02:22:30Z,28.12,22.8,0.77,0.82
2026-06-01T02:23:00Z,17.11,45.6,0.4,0.94
2026-06-01T02:23:30Z,18.44,52.8,0.67,0.94
2026-06-01T02:24:00Z,19.42,25.6,0.07,0.79
2026-06-01T02:24:30Z,15.76,20.0,0.49,0.65
2026-06-01T02:25:00Z,13.36,76.0,0.68,0.16
2026-06-01T02:25:30Z,18.44,69.8,0.62,0.65
2026-06-01T02:26:00Z,18.35,57.5,0.23,0.51
2026-06-01T02:26:30Z,18.93,27.5,0.15,0.79
2026-06-01T02:27:00Z,22.71,59.4,0.79,0.51
2026-06-01T02:27:30Z,17.61,33.8,0.66,0.95
2026-06-01T02:28:00Z,18.44,20.0,0.74,0.21
2026-06-01T02:28:30Z,22.09,56.8,0.34,0.43
2026-06-01T02:29:00Z,24.33,54.0,0.35,0.35
2026-06-01T02:29:30Z,22.6,29.8,0.56,0.95
2026-06-01T02:30:00Z,17.18,63.9,0.57,0.46
2026-06-01T02:30:30Z,17.15,36.0,0.26,0.99
2026-06-01T02:31:00Z,15.76,41.6,0.15,0.1
2026-06-01T02:31:30Z,13.35,28.8,0.14,0.34
2026-06-01T02:32:00Z,25.9,85.1,0.14,0.08
2026-06-01T02:32:30Z,15.51,68.4,0.37,0.36
2026-06-01T02:33:00Z,25.6,36.2,0.27,0.66
2026-06-01T02:33:30Z,17.9,21.3,0.32,0.37
2026-06-01T02:34:00Z,18.31,39.5,0.29,0.22
2026-06-01T02:34:30Z,17.06,26.8,0.72,0.81
2026-06-01T02:35:00Z,15.38,36.2,0.5,0.56
2026-06-01T02:35:30Z,17.07,41.1,0.49,0.73
2026-06-01T02:36:00Z,18.53,72.5,0.06,0.05
2026-06-01T02:36:30Z,15.7,34.2,0.5,0.7
2026-06-01T02:37:00Z,20.9,23.6,0.07,0.95
2026-06-01T02:37:30Z,16.35,33.6,0.13,0.68
2026-06-01T02:38:00Z,19.84,65.0,0.63,0.76
2026-06-01T02:38:30Z,17.21,39.0,0.7,0.98
2026-06-01T02:39:00Z,15.96,68.3,0.2,0.23
2026-06-01T02:39:30Z,18.64,35.8,0.07,0.66
2026-06-01T02:40:00Z,20.54,30.0,0.26,0.23
2026-06-01T02:40:30Z,12.72,20.0,0.54,0.46
2026-06-01T02:41:00Z,13.07,20.0,0.02,0.82
2026-06-01T02:41:30Z,19.65,20.0,0.78,0.99
2026-06-01T02:42:00Z,8.19,51.5,0.03,0.76
2026-06-01T02:42:30Z,21.99,29.4,0.22,0.18
2026-06-01T02:43:00Z,9.23,37.5,0.76,0.17
2026-06-01T02:43:30Z,23.91,68.2,0.41,0.24
2026-06-01T02:44:00Z,17.85,30.5,0.05,0.39
2026-06-01T02:44:30Z,21.87,24.7,0.42,0.54
2026-06-01T02:45:00Z,16.56,69.2,0.14,0.6
2026-06-01T02:45:30Z,11.55,31.2,0.24,0.98
2026-06-01T02:46:00Z,13.45,49.3,0.47,0.67
2026-06-01T02:46:30Z,21.51,23.2,0.33,0.17
2026-06-01T02:47:00Z,19.35,57.2,0.62,0.75
2026-06-01T02:47:30Z,19.91,56.4,0.34,0.13
2026-06-01T02:48:00Z,19.39,54.6,0.56,0.71
2026-06-01T02:48:30Z,23.43,20.0,0.42,0.96
2026-06-01T02:49:00Z,18.86,20.0,0.32,0.16
2026-06-01T02:49:30Z,24.21,24.0,0.71,0.99
2026-06-01T02:50:00Z,19.8,48.0,0.49,0.29
2026-06-01T02:50:30Z,16.23,58.4,0.52,0.76
2026-06-01T02:51:00Z,18.66,59.0,0.5,0.63
2026-06-01T02:51:30Z,23.76,20.0,0.18,0.19
2026-06-01T02:52:00Z,15.0,43.8,0.53,0.83
2026-06-01T02:52:30Z,16.91,58.5,0.69,0.94
2026-06-01T02:53:00Z,21.78,29.5,0.29,0.42
2026-06-01T02:53:30Z,13.58,56.4,0.7,0.97
2026-06-01T02:54:00Z,23.37,46.3,0.12,0.45
2026-06-01T02:54:30Z,17.6,20.0,0.28,0.13
2026-06-01T02:55:00Z,18.15,52.9,0.24,0.07
2026-06-01T02:55:30Z,22.91,64.3,0.08,0.67
2026-06-01T02:56:00Z,17.29,36.2,0.62,0.26
2026-06-01T02:56:30Z,18.44,43.3,0.28,0.89
2026-06-01T02:57:00Z,26.46,32.1,0.7,0.33
2026-06-01T02:57:30Z,16.21,21.8,0.37,0.77
2026-06-01T02:58:00Z,19.63,31.2,0.44,0.33
2026-06-01T02:58:30Z,17.62,21.8,0.42,0.55
2026-06-01T02:59:00Z,15.1,40.2,0.61,0.63
2026-06-01T02:59:30Z,19.26,21.2,0.54,0.26
2026-06-01T03:00:00Z,21.77,96.7,0.34,0.4
2026-06-01T03:00:30Z,18.81,20.0,0.26,0.21
2026-06-01T03:01:00Z,18.13,56.9,0.56,0.42
2026-06-01T03:01:30Z,22.12,60.3,0.03,0.71
2026-06-01T03:02:00Z,26.14,55.7,0.42,0.33
2026-06-01T03:02:30Z,20.18,78.5,0.46,0.85
2026-06-01T03:03:00Z,20.2,58.8,0.2,0.61
2026-06-01T03:03:30Z,17.37,30.7,0.33,0.39
2026-06-01T03:04:00Z,20.55,71.1,0.61,0.01
2026-06-01T03:04:30Z,22.94,39.1,0.66,0.65
2026-06-01T03:05:00Z,23.04,22.8,0.41,0.3
2026-06-01T03:05:30Z,13.87,57.8,0.35,0.53
2026-06-01T03:06:00Z,16.72,35.5,0.29,0.59
2026-06-01T03:06:30Z,14.88,21.1,0.42,0.45
2026-06-01T03:07:00Z,22.33,37.6,0.23,0.82
2026-06-01T03:07:30Z,20.61,37.7,0.78,0.02
2026-06-01T03:08:00Z,19.07,30.7,0.79,0.06
2026-06-01T03:08:30Z,28.91,39.6,0.38,0.52
2026-06-01T03:09:00Z,15.74,20.0,0.07,0.09
2026-06-01T03:09:30Z,14.73,53.2,0.26,0.09
2026-06-01T03:10:00Z,15.52,34.6,0.29,0.57
2026-06-01T03:10:30Z,22.49,57.4,0.73,0.12
2026-06-01T03:11:00Z,16.96,48.3,0.17,0.09
2026-06-01T03:11:30Z,22.13,20.0,0.78,0.21
2026-06-01T03:12:00Z,14.89,20.0,0.77,0.89
2026-06-01T03:12:30Z,14.68,40.9,0.62,0.56
2026-06-01T03:13:00Z,19.41,20.0,0.76,0.95
2026-06-01T03:13:30Z,12.92,54.2,0.49,0.16
2026-06-01T03:14:00Z,14.63,41.8,0.47,0.8
2026-06-01T03:14:30Z,25.73,32.8,0.2,0.09
2026-06-01T03:15:00Z,23.03,56.6,0.79,0.77
2026-06-01T03:15:30Z,19.89,54.7,0.53,0.07
2026-06-01T03:16:00Z,12.03,25.5,0.49,0.68
2026-06-01T03:16:30Z,15.23,56.8,0.05,0.78
2026-06-01T03:17:00Z,15.52,58.1,0.11,0.5
2026-06-01T03:17:30Z,8.37,28.8,0.17,0.2
2026-06-01T03:18:00Z,16.46,45.6,0.47,0.7
2026-06-01T03:18:30Z,17.02,20.9,0.18,0.4
2026-06-01T03:19:00Z,22.29,36.7,0.39,0.35
2026-06-01T03:19:30Z,12.9,50.9,0.71,0.01
2026-06-01T03:20:00Z,18.15,21.9,0.26,0.5
2026-06-01T03:20:30Z,28.7,23.1,0.26,0.77
2026-06-01T03:21:00Z,16.95,28.3,0.11,0.8
2026-06-01T03:21:30Z,12.78,24.5,0.35,0.93
2026-06-01T03:22:00Z,19.2,54.6,0.43,0.29
2026-06-01T03:22:30Z,20.43,23.2,0.35,0.25
2026-06-01T03:23:00Z,11.71,55.2,0.73,0.88
2026-06-01T03:23:30Z,17.24,57.9,0.58,0.48
2026-06-01T03:24:00Z,23.1,46.0,0.7,0.76
2026-06-01T03:24:30Z,16.14,43.1,0.58,0.0
2026-06-01T03:25:00Z,18.48,33.7,0.18,0.69
2026-06-01T03:25:30Z,19.99,20.0,0.54,0.55
2026-06-01T03:26:00Z,17.22,38.9,0.07,0.7
2026-06-01T03:26:30Z,21.07,25.7,0.43,0.22
2026-06-01T03:27:00Z,19.56,30.6,0.57,0.04
2026-06-01T03:27:30Z,19.25,30.2,0.4,0.54
2026-06-01T03:28:00Z,14.0,20.0,0.05,0.95
2026-06-01T03:28:30Z,19.46,42.9,0.65,1.0
2026-06-01T03:29:00Z,22.47,43.1,0.27,0.32
2026-06-01T03:29:30Z,22.72,66.1,0.29,0.49
2026-06-01T03:30:00Z,13.53,47.6,0.28,0.84
2026-06-01T03:30:30Z,20.18,60.8,0.7,0.79
2026-06-01T03:31:00Z,12.61,63.2,0.12,0.64
2026-06-01T03:31:30Z,21.76,20.0,0.47,0.0
2026-06-01T03:32:00Z,13.55,27.7,0.72,0.85
2026-06-01T03:32:30Z,19.8,55.3,0.33,0.67
2026-06-01T03:33:00Z,16.1,28.9,0.11,0.2
2026-06-01T03:33:30Z,12.37,20.0,0.3,0.85
2026-06-01T03:34:00Z,19.83,33.0,0.73,0.27
2026-06-01T03:34:30Z,29.9,32.7,0.27,0.42
2026-06-01T03:35:00Z,11.88,34.2,0.33,0.15
2026-06-01T03:35:30Z,21.08,28.1,0.72,0.42
2026-06-01T03:36:00Z,14.97,20.0,0.22,0.28
2026-06-01T03:36:30Z,20.25,20.0,0.51,0.77
2026-06-01T03:37:00Z,11.04,47.0,0.58,0.64
2026-06-01T03:37:30Z,12.89,57.2,0.41,0.47
2026-06-01T03:38:00Z,15.57,51.6,0.44,0.72
2026-06-01T03:38:30Z,22.54,32.8,0.38,0.11
2026-06-01T03:39:00Z,27.57,46.8,0.79,0.07
2026-06-01T03:39:30Z,15.54,59.6,0.41,0.59
2026-06-01T03:40:00Z,21.31,20.0,0.26,0.99
2026-06-01T03:40:30Z,17.34,63.5,0.43,0.63
2026-06-01T03:41:00Z,18.37,23.2,0.27,0.19
2026-06-01T03:41:30Z,22.39,61.5,0.57,0.24
2026-06-01T03:42:00Z,18.22,26.1,0.46,0.98
2026-06-01T03:42:30Z,15.46,37.3,0.56,0.71
2026-06-01T03:43:00Z,22.87,20.0,0.04,0.85
2026-06-01T03:43:30Z,22.87,74.4,0.15,0.35
