timestamp,http_requests_per_sec,http_p99_latency_ms,http_5xx_rate,upstream_timeout_rate
2026-06-01T01:44:30Z,11.07,73.5,0.35,0.07
2026-06-01T01:45:00Z,10.48,40.0,0.33,0.33
2026-06-01T01:45:30Z,12.11,51.0,0.03,0.49
2026-06-01T01:46:00Z,11.3,47.2,0.3,0.25
2026-06-01T01:46:30Z,13.12,51.2,0.26,0.15
2026-06-01T01:47:00Z,14.0,40.4,0.29,0.12
2026-06-01T01:47:30Z,9.67,92.9,0.39,0.32
2026-06-01T01:48:00Z,12.03,51.8,0.35,0.32
2026-06-01T01:48:30Z,14.5,71.4,0.33,0.27
2026-06-01T01:49:00Z,14.0,120.1,0.12,0.17
2026-06-01T01:49:30Z,11.89,84.0,0.2,0.14
2026-06-01T01:50:00Z,14.34,69.0,0.24,0.25
2026-06-01T01:50:30Z,11.05,40.0,0.21,0.01
2026-06-01T01:51:00Z,12.25,80.3,0.14,0.05
2026-06-01T01:51:30Z,13.61,45.4,0.25,0.09
2026-06-01T01:52:00Z,14.09,85.5,0.28,0.21
2026-06-01T01:52:30Z,14.34,45.3,0.2,0.27
2026-06-01T01:53:00Z,11.39,40.0,0.3,0.0
2026-06-01T01:53:30Z,13.24,69.6,0.32,0.16
2026-06-01T01:54:00Z,14.73,49.6,0.36,0.04
2026-06-01T01:54:30Z,8.85,40.0,0.18,0.43
2026-06-01T01:55:00Z,16.22,45.2,0.16,0.05
2026-06-01T01:55:30Z,12.87,40.0,0.4,0.36
2026-06-01T01:56:00Z,12.71,58.0,0.05,0.01
2026-06-01T01:56:30Z,10.44,61.3,0.27,0.27
2026-06-01T01:57:00Z,15.66,40.0,0.2,0.48
2026-06-01T01:57:30Z,9.96,40.0,0.3,0.16
2026-06-01T01:58:00Z,16.85,71.8,0.34,0.5
2026-06-01T01:58:30Z,15.1,40.0,0.33,0.02
2026-06-01T01:59:00Z,10.92,58.5,0.08,0.04
2026-06-01T01:59:30Z,11.05,90.4,0.38,0.06
2026-06-01T02:00:00Z,14.26,77.5,0.0,0.45
2026-06-01T02:00:30Z,12.67,40.0,0.16,0.34
2026-06-01T02:01:00Z,11.6,95.4,0.2,0.41
2026-06-01T02:01:30Z,12.52,62.5,0.3,0.44
2026-06-01T02:02:00Z,8.72,40.0,0.37,0.31
2026-06-01T02:02:30Z,13.7,68.2,0.32,0.44
2026-06-01T02:03:00Z,14.61,61.9,0.12,0.21
2026-06-01T02:03:30Z,13.37,44.6,0.18,0.38
2026-06-01T02:04:00Z,12.17,82.4,0.35,0.17
2026-06-01T02:04:30Z,15.31,70.7,0.28,0.06
2026-06-01T02:05:00Z,11.37,51.5,0.13,0.33
2026-06-01T02:05:30Z,16.04,44.7,0.04,0.48
2026-06-01T02:06:00Z,12.54,40.0,0.16,0.22
2026-06-01T02:06:30Z,14.9,48.1,0.37,0.46
2026-06-01T02:07:00Z,13.85,40.0,0.27,0.42
2026-06-01T02:07:30Z,12.09,96.3,0.26,0.24
2026-06-01T02:08:00Z,14.61,57.8,0.37,0.37
2026-06-01T02:08:30Z,12.24,40.0,0.33,0.31
2026-06-01T02:09:00Z,13.59,57.1,0.01,0.19
2026-06-01T02:09:30Z,11.77,96.7,0.2,0.32
2026-06-01T02:10:00Z,15.15,69.3,0.16,0.18
2026-06-01T02:10:30Z,12.08,45.2,0.06,0.12
2026-06-01T02:11:00Z,12.78,65.5,0.02,0.06
2026-06-01T02:11:30Z,11.75,62.2,0.05,0.11
2026-06-01T02:12:00Z,11.58,58.3,0.29,0.13
2026-06-01T02:12:30Z,9.93,57.0,0.17,0.2
2026-06-01T02:13:00Z,13.82,87.2,0.19,0.18
2026-06-01T02:13:30Z,12.49,40.0,0.16,0.1
2026-06-01T02:14:00Z,12.29,100.2,0.24,0.11
2026-06-01T02:14:30Z,12.77,101.9,0.17,0.12
2026-06-01T02:15:00Z,12.76,55.9,0.16,0.18
2026-06-01T02:15:30Z,11.59,62.4,0.27,0.03
2026-06-01T02:16:00Z,14.79,77.7,0.1,0.02
2026-06-01T02:16:30Z,13.91,57.8,0.18,0.05
2026-06-01T02:17:00Z,11.16,55.7,0.31,0.18
2026-06-01T02:17:30Z,13.1,71.9,0.36,0.36
2026-06-01T02:18:00Z,10.66,48.8,0.11,0.17
2026-06-01T02:18:30Z,12.49,103.0,0.35,0.46
2026-06-01T02:19:00Z,14.57,58.6,0.38,0.48
2026-06-01T02:19:30Z,12.45,114.6,0.27,0.21
2026-06-01T02:20:00Z,13.87,67.5,0.22,0.13
2026-06-01T02:20:30Z,15.92,48.0,0.1,0.45
2026-06-01T02:21:00Z,13.89,79.4,0.17,0.27
2026-06-01T02:21:30Z,10.74,70.5,0.18,0.23
2026-06-01T02:22:00Z,9.43,67.6,0.19,0.05
2026-06-01T02:22:30Z,13.9,88.9,0.28,0.34
2026-06-01T02:23:00Z,12.71,67.2,0.13,0.22
2026-06-01T02:23:30Z,12.15,53.5,0.12,0.03
2026-06-01T02:24:00Z,10.13,58.8,0.11,0.4
2026-06-01T02:24:30Z,13.47,102.9,0.09,0.45
2026-06-01T02:25:00Z,15.71,43.3,0.19,0.24
2026-06-01T02:25:30Z,16.01,67.3,0.12,0.3
2026-06-01T02:26:00Z,8.84,41.5,0.31,0.43
2026-06-01T02:26:30Z,11.86,40.0,0.31,0.25
2026-06-01T02:27:00Z,12.05,89.1,0.18,0.29
2026-06-01T02:27:30Z,17.21,62.8,0.0,0.16
2026-06-01T02:28:00Z,13.72,66.5,0.32,0.45
2026-06-01T02:28:30Z,14.54,78.0,0.03,0.11
2026-06-01T02:29:00Z,14.23,62.5,0.0,0.26
2026-06-01T02:29:30Z,10.18,40.0,0.11,0.24
2026-06-01T02:30:00Z,8.91,75.3,0.12,0.25
2026-06-01T02:30:30Z,15.3,85.5,0.08,0.13
2026-06-01T02:31:00Z,16.85,69.2,0.27,0.33
2026-06-01T02:31:30Z,13.01,67.5,0.01,0.25
2026-06-01T02:32:00Z,14.89,111.5,0.0,0.02
2026-06-01T02:32:30Z,13.26,45.2,0.3,0.45
2026-06-01T02:33:00Z,17.23,46.3,0.21,0.19
2026-06-01T02:33:30Z,15.67,43.0,0.17,0.18
2026-06-01T02:34:00Z,11.1,88.6,0.11,0.11
2026-06-01T02:34:30Z,9.13,40.0,0.31,0.12
2026-06-01T02:35:00Z,11.04,61.0,0.12,0.11
2026-06-01T02:35:30Z,15.5,40.0,0.27,0.13
2026-06-01T02:36:00Z,11.73,75.9,0.19,0.22
2026-06-01T02:36:30Z,12.8,82.4,0.19,0.41
2026-06-01T02:37:00Z,10.26,74.0,0.15,0.01
2026-06-01T02:37:30Z,14.17,76.4,0.26,0.29
2026-06-01T02:38:00Z,15.65,69.1,0.0,0.25
2026-06-01T02:38:30Z,12.64,95.9,0.32,0.03
2026-06-01T02:39:00Z,9.48,54.7,0.38,0.41
2026-06-01T02:39:30Z,10.05,58.3,0.26,0.14
2026-06-01T02:40:00Z,12.53,70.3,0.07,0.28
2026-06-01T02:40:30Z,11.75,40.0,0.29,0.4
2026-06-01T02:41:00Z,12.9,64.6,0.36,0.07
2026-06-01T02:41:30Z,11.4,71.1,0.11,0.29
2026-06-01T02:42:00Z,13.99,40.0,0.1,0.38
2026-06-01T02:42:30Z,14.48,67.2,0.14,0.09
2026-06-01T02:43:00Z,12.42,87.4,0.19,0.26
2026-06-01T02:43:30Z,11.58,83.2,0.08,0.39
2026-06-01T02:44:00Z,13.21,54.5,0.09,0.49
2026-06-01T02:44:30Z,13.06,42.5,0.29,0.06
2026-06-01T02:45:00Z,10.8,68.7,0.26,0.1
2026-06-01T02:45:30Z,12.35,72.1,0.32,0.15
2026-06-01T02:46:00Z,10.63,55.6,0.02,0.35
2026-06-01T02:46:30Z,10.78,96.7,0.01,0.43
2026-06-01T02:47:00Z,14.58,111.4,0.22,0.26
2026-06-01T02:47:30Z,14.27,51.0,0.15,0.43
2026-06-01T02:48:00Z,15.87,67.1,0.06,0.34
2026-06-01T02:48:30Z,10.96,67.4,0.4,0.28
2026-06-01T02:49:00Z,12.9,49.6,0.03,0.31
2026-06-01T02:49:30Z,10.57,67.3,0.01,0.37
2026-06-01T02:50:00Z,10.59,44.0,0.38,0.15
2026-06-01T02:50:30Z,12.63,70.6,0.15,0.34
2026-06-01T02:51:00Z,14.93,63.6,0.02,0.22
2026-06-01T02:51:30Z,12.12,40.0,0.26,0.06
2026-06-01T02:52:00Z,13.78,52.7,0.34,0.08
2026-06-01T02:52:30Z,6.83,55.1,0.39,0.2
2026-06-01T02:53:00Z,13.01,54.4,0.16,0.04
2026-06-01T02:53:30Z,11.55,40.0,0.39,0.35
2026-06-01T02:54:00Z,13.34,50.0,0.04,0.15
2026-06-01T02:54:30Z,10.83,58.0,0.28,0.26
2026-06-01T02:55:00Z,15.22,80.9,0.34,0.36
2026-06-01T02:55:30Z,11.45,41.3,0.17,0.42
2026-06-01T02:56:00Z,10.84,40.0,0.3,0.49
2026-06-01T02:56:30Z,12.43,68.7,0.06,0.0
2026-06-01T02:57:00Z,10.17,60.9,0.15,0.47
2026-06-01T02:57:30Z,14.09,46.4,0.01,0.44
2026-06-01T02:58:00Z,12.15,42.5,0.29,0.23
2026-06-01T02:58:30Z,10.77,49.6,0.07,0.17
2026-06-01T02:59:00Z,12.28,40.0,0.22,0.24
2026-06-01T02:59:30Z,14.55,40.1,0.38,0.29
2026-06-01T03:00:00Z,13.79,43.8,0.35,0.34
2026-06-01T03:00:30Z,12.52,64.1,0.37,0.06
2026-06-01T03:01:00Z,11.39,50.6,0.32,0.34
2026-06-01T03:01:30Z,10.49,73.8,0.36,0.38
2026-06-01T03:02:00Z,11.42,40.0,0.38,0.43
2026-06-01T03:02:30Z,12.44,68.6,0.03,0.05
2026-06-01T03:03:00Z,9.76,41.4,0.29,0.29
2026-06-01T03:03:30Z,12.73,73.9,0.06,0.33
2026-06-01T03:04:00Z,9.86,63.4,0.35,0.16
2026-06-01T03:04:30Z,14.59,40.0,0.23,0.47
2026-06-01T03:05:00Z,12.29,50.9,0.38,0.48
2026-06-01T03:05:30Z,12.32,79.1,0.38,0.2
2026-06-01T03:06:00Z,15.03,58.5,0.08,0.48
2026-06-01T03:06:30Z,15.28,64.0,0.05,0.32
2026-06-01T03:07:00Z,13.12,84.3,0.18,0.38
2026-06-01T03:07:30Z,11.54,57.5,0.11,0.1
2026-06-01T03:08:00Z,8.83,59.3,0.4,0.27
2026-06-01T03:08:30Z,10.82,65.7,0.1,0.18
2026-06-01T03:09:00Z,13.17,40.0,0.26,0.38
2026-06-01T03:09:30Z,14.61,89.9,0.2,0.45
2026-06-01T03:10:00Z,13.49,49.8,0.32,0.41
2026-06-01T03:10:30Z,12.52,47.7,0.16,0.11
2026-06-01T03:11:00Z,10.45,40.0,0.06,0.44
2026-06-01T03:11:30Z,9.36,56.9,0.14,0.18
2026-06-01T03:12:00Z,11.27,74.9,0.13,0.35
2026-06-01T03:12:30Z,12.15,40.0,0.25,0.23
2026-06-01T03:13:00Z,14.63,60.1,0.05,0.16
2026-06-01T03:13:30Z,10.96,65.6,0.29,0.28
2026-06-01T03:14:00Z,11.61,71.8,0.3,0.46
2026-06-01T03:14:30Z,12.79,70.5,0.08,0.04
2026-06-01T03:15:00Z,12.32,63.4,0.05,0.45
2026-06-01T03:15:30Z,10.72,62.6,0.06,0.49
2026-06-01T03:16:00Z,11.75,69.9,0.26,0.34
2026-06-01T03:16:30Z,12.39,69.3,0.32,0.08
2026-06-01T03:17:00Z,8.22,86.9,0.27,0.07
2026-06-01T03:17:30Z,13.88,67.9,0.04,0.1
2026-06-01T03:18:00Z,13.06,47.5,0.01,0.13
2026-06-01T03:18:30Z,13.13,78.4,0.15,0.45
2026-06-01T03:19:00Z,11.48,53.9,0.24,0.05
2026-06-01T03:19:30Z,13.69,47.3,0.08,0.21
2026-06-01T03:20:00Z,12.58,61.9,0.06,0.18
2026-06-01T03:20:30Z,16.69,47.1,0.1,0.19
2026-06-01T03:21:00Z,12.27,45.9,0.15,0.38
2026-06-01T03:21:30Z,15.62,40.0,0.08,0.24
2026-06-01T03:22:00Z,13.87,66.0,0.09,0.12
2026-06-01T03:22:30Z,11.74,72.5,0.23,0.0
2026-06-01T03:23:00Z,12.37,56.8,0.08,0.33
2026-06-01T03:23:30Z,13.55,65.8,0.23,0.26
2026-06-01T03:24:00Z,8.73,40.0,0.38,0.21
2026-06-01T03:24:30Z,12.71,57.2,0.24,0.31
2026-06-01T03:25:00Z,13.88,52.0,0.11,0.45
2026-06-01T03:25:30Z,12.23,58.2,0.06,0.43
2026-06-01T03:26:00Z,14.75,40.0,0.39,0.4
2026-06-01T03:26:30Z,13.8,53.9,0.28,0.49
2026-06-01T03:27:00Z,11.76,56.0,0.14,0.28
2026-06-01T03:27:30Z,13.93,78.9,0.03,0.12
2026-06-01T03:28:00Z,13.56,57.8,0.24,0.34
2026-06-01T03:28:30Z,12.56,94.7,0.25,0.09
2026-06-01T03:29:00Z,12.75,40.0,0.36,0.13
2026-06-01T03:29:30Z,12.65,40.0,0.4,0.19
2026-06-01T03:30:00Z,11.93,54.2,0.39,0.26
2026-06-01T03:30:30Z,11.16,58.0,0.05,0.41
2026-06-01T03:31:00Z,15.7,40.0,0.2,0.24
2026-06-01T03:31:30Z,10.46,93.2,0.32,0.21
2026-06-01T03:32:00Z,15.21,40.0,0.29,0.24
2026-06-01T03:32:30Z,12.09,73.2,0.17,0.34
2026-06-01T03:33:00Z,10.62,73.0,0.17,0.43
2026-06-01T03:33:30Z,12.35,69.8,0.14,0.25
2026-06-01T03:34:00Z,13.0,88.7,0.28,0.45
2026-06-01T03:34:30Z,12.03,47.1,0.19,0.09
2026-06-01T03:35:00Z,13.37,45.2,0.16,0.45
2026-06-01T03:35:30Z,9.58,106.9,0.34,0.18
2026-06-01T03:36:00Z,14.16,62.5,0.15,0.3
2026-06-01T03:36:30Z,11.99,48.7,0.27,0.16
2026-06-01T03:37:00Z,7.11,63.2,0.32,0.07
2026-06-01T03:37:30Z,14.11,40.0,0.11,0.1
2026-06-01T03:38:00Z,11.48,113.5,0.15,0.43
2026-06-01T03:38:30Z,11.19,90.5,0.19,0.41
2026-06-01T03:39:00Z,13.09,86.3,0.0,0.36
2026-06-01T03:39:30Z,9.93,40.0,0.2,0.3
2026-06-01T03:40:00Z,13.69,74.6,0.18,0.44
2026-06-01T03:40:30Z,13.53,50.9,0.39,0.22
2026-06-01T03:41:00Z,12.61,71.8,0.17,0.02
2026-06-01T03:41:30Z,8.92,65.9,0.01,0.28
2026-06-01T03:42:00Z,9.74,40.0,0.08,0.28
2026-06-01T03:42:30Z,14.0,70.9,0.26,0.03
2026-06-01T03:43:00Z,12.58,51.5,0.23,0.45
2026-06-01T03:43:30Z,13.75,53.8,0.05,0.45
